Herschel I. Grossman,,,The war against drug producers,Distributional Disputes and Civil Conflict,Choosing Between Peace and War,Constitution or Conflict?,A Theory Of The Informal Sector,Educational Inequality,Inventors and pirates: creative activity and intellectual property rights,The Creation of Effective Property Rights,Educational Policy: Egalitarian or Elitist?,"""Make us a king"": anarchy, predation, and the state"
Fumio Hayashi,National Graduate Institute for Policy Studies (GRIPS),,Emerging Market Currency Excess Returns,The Fundamentals of Commodity Futures Returns,The Depressing Effect of Agricultural Institutions on the Prewar Japanese Economy,Can IT be Japan's savior?,The 1990s in Japan: A Lost Decade,The 1990s in Japan: a lost decade,Parental Altruism and Inter Vivos Transfers: Theory and Evidence,Is the Japanese Extended Family Altruistically Linked? A Test Based on Engel Curves,A Model of Fiat Money and Barter,Ex-day behavior of japanese stock prices: New insights from new methodology
David E. M. Sappington,Economics DepartmentUniversity of Florida,,Optimal Procurement of Distributed Energy Resources,Optimal policies to promote efficient distributed generation of electricity,On the role of maximum demand charges in the presence of distributed generation resources,An optimal rule for patent damages under sequential innovation,On the optimal design of demand response policies,Pareto-improving inefficiency,Asymmetric treatment of identical agents in teams,Equal Pay for Unequal Work: Limiting Sabotage in Teams,On the Performance of Linear Contracts,"Regulation, Competition and Liberalization"
James P. Smith,RAND,Geary InstituteUniversity College Dublin,Do social networks improve Chinese adults’ subjective well-being?,Spousal Health Effects: The Role of Selection,Community effects on elderly health: Evidence from CHARLS national baseline,Gender differences in cognition in China and reasons for change over time: Evidence from CHARLS,Acquiring Human Capital through the Generations by Migration,The Effects of World War II on Economic and Health Outcomes across Europe,International Comparisons in Health Economics: Evidence from Aging Studies,Self-Reported Disability and Reference Groups,Childhood Health and Differences in Late-Life Health Outcomes between England and the United States,Exporting Poor Health: The Irish in England
Guy Laroque,Department of EconomicsUniversity College London (UCL),Department of EconomicsSciences économiquesSciences Po,Production efficiency and profit taxation,Redistribution by means of lotteries,Labour supply and taxation with restricted choices,Discount rate heterogeneity among older households: a puzzle?,On the value of randomization,Negative Marginal Tax Rates and Heterogeneity,Optimal taxation in the extensive model,Separability and public finance,Optimal Taxation and Monopsonistic Labor Market: Does Monopsony Justify the Minimum Wage?,Optimal grouping of commodities for indirect taxation
Toni Whited,Ross School of BusinessUniversity of Michigan,National Bureau of Economic Research (NBER),"Equity Market Misvaluation, Financing, and Investment",Macroeconomic Implications of Agglomeration,Debt Dynamics,The Effect of Uncertainty on Investment: Some Stylized Facts," Debt, Liquidity Constraints, and Corporate Investment: Evidence from Panel Data",U.S. Corporate Leverage: Developments in 1987 and 1988,,,,
Werner Güth,Dipartimento di Economia e Finanza (DEF)Libera Università Internazionale degli Studi Sociali Guido Carli (LUISS),Max-Planck-Institut zur Erforschung von GemeinschaftsgüternMax-Planck-Gesellschaft,(Sub) Optimality and (non) optimal satisficing in risky decision experiments,Does heterogeneity spoil the basket? The role of productivity and feedback information on public good provision,Blindfolded vs. Informed Ultimatum Bargaining – A Theoretical and Experimental Analysis,Common and private signals in public goods games with a point of no return,Behavioral spillovers in local public good provision: An experimental study,Believing in correlated types in spite of independence: An indirect evolutionary analysis,A hybrid public good experiment eliciting multi-dimensional choice data,Modeling a satisficing judge,Endogenous price leadership – A theoretical and experimental analysis,Compulsory Disclosure of Private Information: Theoretical and Experimental Results for the Acquiring-a-Company Game
Russell Davidson,Department of EconomicsMcGill University,Groupement de Recherche en Économie Quantitative d'Aix-Marseille (GREQAM)École d'Économie d'Aix-MarseilleAix-Marseille Université,Statistical Inference on the Canadian Middle Class,Advances in specification testing,Diagnostics for the bootstrap and fast double bootstrap,"Computing, the bootstrap and economics",More reliable inference for the dissimilarity index of segregation,A discrete model for bootstrap iteration,Bootstrap Tests for Overidentification in Linear Regression Models,Time and Causality,Bootstrap Confidence Sets with Weak Instruments,Confidence sets based on inverting Anderson–Rubin tests
Francine Blau,Department of EconomicsCornell University,National Bureau of Economic Research (NBER),"The Gender Wage Gap: Extent, Trends, and Explanations",Immigrants and gender roles: assimilation vs. culture,"Substitution between Individual and Source Country Characteristics: Social Capital, Culture, and US Labor Market Outcomes among Immigrant Women",Trends in Occupational Segregation by Gender 1970–2009: Adjusting for the Impact of Changes in the Occupational Coding System,The Feasibility and Importance of Adding Measures of Actual Experience to Cross-Sectional Data Collection,Can Mentoring Help Female Assistant Professors? Interim Results from a Randomized Trial,"The transmission of women’s fertility, human capital, and work orientation across immigrant generations",Gender and Assimilation Among Mexican Americans,The U.S. Gender Pay Gap in the 1990S: Slowing Convergence,Labor market institutions and demographic employment patterns
Keith Head,Strategy and Business Economics DivisionSauder School of BusinessUniversity of British Columbia,Sauder School of BusinessUniversity of British Columbia,Misfits in the car industry: Offshore assembly decisions at the variety level,"Oligopoly in international trade: Rise, fall and resurgence",Brands in Motion: How Frictions Shape Multinational Production,"Geography, Ties, and Knowledge Flows: Evidence from Citations in Mathematics",Welfare and Trade without Pareto,"Gravity Equations: Workhorse,Toolkit, and Cookbook",What separates us? Sources of resistance to globalization,"Gravity, market potential and economic development",From Beijing to Bentonville: Do multinational retailers link markets?,Quality Sorting and Trade: Firm-level Evidence for French Wine
Domenico Giannone,Research and Statistics GroupFederal Reserve Bank of New York,Centre for Economic Policy Research (CEPR),Global trends in interest rates,"Safety, Liquidity, and the Natural Rate of Interest",Common factors of commodity prices,Macroeconomic Nowcasting and Forecasting with Big Data,Vulnerable Growth,Priors for the Long Run,Nowcasting Business Cycles: A Bayesian Approach to Dynamic Heterogeneous Factor Models,Low frequency effects of macroeconomic news on government bond yields,Exploiting the monthly data flow in structural forecasting,Conditional forecasts and scenario analysis with vector autoregressions for large cross-sections
Lee Edward Ohanian,Department of EconomicsUniversity of California-Los Angeles (UCLA),,The Impact of Foreclosure Delay on U.S. Employment,Tarnishing the golden and empire states: Land-use restrictions and the U.S. economic slowdown,Neoclassical Models in Macroeconomics,Bad Investments and Missed Opportunities? Postwar Capital Flows to Asia and Latin America,The Impact of Foreclosure Delay on U.S. Employment,"Can’t Pay or Won’t Pay? Unemployment, Negative Equity, and Strategic Default",Aggregate hours worked in OECD countries: New measurement and implications for business cycles,"The General Theory of Employment, Interest, and Money after 75 Years: The Importance of Being in the Right Place at the Right Time",What - or who - started the great depression?,Does Neoclassical Theory Account For The Effects Of Big Fiscal Shocks? Evidence From World War Ii
